t=0  6:46:44,50     26.01.2018;;;;;;;;
time;Ug;Ig;MaxSetUgV/Hz;Qg;If;Uf;Fg Hz;Alpha gr
126,039;1,100;0,000;1,100;0,000;0,375;0,281;52,120;86,000
126,049;1,100;0,000;1,100;0,000;0,375;0,281;52,120;86,000
126,059;1,100;0,000;1,100;0,000;0,375;0,282;52,120;86,000
126,069;1,100;0,000;1,100;0,000;0,375;0,283;52,120;86,100
126,079;1,100;0,000;1,100;0,000;0,375;0,282;52,120;86,100
126,089;1,100;0,000;1,100;0,000;0,375;0,282;52,120;86,100
126,099;1,100;0,000;1,100;0,000;0,375;0,281;52,120;86,000
126,109;1,100;0,000;1,100;0,000;0,375;0,282;52,120;86,100
126,119;1,100;0,000;1,100;0,000;0,375;0,283;52,130;86,000
126,129;1,100;0,000;1,100;0,000;0,375;0,282;52,130;86,200
126,139;1,100;0,000;1,100;0,000;0,375;0,283;52,130;86,100
126,149;1,100;0,000;1,100;0,000;0,375;0,283;52,130;86,100
126,159;1,100;0,000;1,100;0,000;0,375;0,282;52,130;86,200
126,169;1,100;0,000;1,100;0,000;0,375;0,283;52,130;86,200
126,179;1,100;0,000;1,100;0,000;0,375;0,283;52,130;86,200
126,189;1,100;0,000;1,100;0,000;0,375;0,283;52,130;86,200
126,199;1,100;0,000;1,100;0,000;0,375;0,283;52,130;86,100
126,209;1,100;0,000;1,100;0,000;0,375;0,283;52,130;86,100
126,219;1,100;0,000;1,100;0,000;0,375;0,283;52,130;86,100
126,229;1,100;0,000;1,100;0,000;0,375;0,282;52,130;86,200
126,239;1,100;0,000;1,100;0,000;0,375;0,283;52,130;86,200
126,249;1,100;0,000;1,100;0,000;0,375;0,284;52,130;86,200
126,259;1,100;0,000;1,100;0,000;0,375;0,283;52,130;86,200
126,269;1,100;0,000;1,100;0,000;0,375;0,283;52,130;86,100
126,279;1,100;0,000;1,100;0,000;0,375;0,283;52,130;86,200
126,289;1,100;0,000;1,100;0,000;0,375;0,283;52,130;86,200
126,299;1,100;0,000;1,100;0,000;0,375;0,284;52,130;86,200
126,309;1,100;0,000;1,100;0,000;0,375;0,282;52,130;86,100
126,319;1,100;0,000;1,100;0,000;0,375;0,282;52,130;86,100
126,329;1,100;0,000;1,100;0,000;0,375;0,282;52,130;86,100
126,339;1,100;0,000;1,100;0,000;0,375;0,280;52,130;86,000
126,349;1,100;0,000;1,100;0,000;0,375;0,281;52,130;86,000
126,359;1,100;0,000;1,100;0,000;0,375;0,281;52,130;86,000
126,369;1,100;0,000;1,100;0,000;0,375;0,281;52,130;86,000
126,379;1,100;0,000;1,100;0,000;0,375;0,283;52,130;86,000
126,389;1,100;0,000;1,100;0,000;0,375;0,281;52,140;86,200
126,399;1,100;0,000;1,100;0,000;0,375;0,283;52,140;86,100
126,409;1,100;0,000;1,100;0,000;0,375;0,283;52,140;86,200
126,419;1,100;0,000;1,100;0,000;0,375;0,282;52,140;86,200
126,429;1,100;0,000;1,100;0,000;0,375;0,283;52,140;86,200
126,439;1,100;0,000;1,100;0,000;0,375;0,283;52,140;86,200
126,449;1,100;0,000;1,100;0,000;0,375;0,283;52,140;86,200
126,459;1,100;0,000;1,100;0,000;0,375;0,283;52,140;86,200
126,469;1,100;0,000;1,100;0,000;0,375;0,282;52,140;86,200
126,479;1,100;0,000;1,100;0,000;0,375;0,283;52,140;86,100
126,489;1,100;0,000;1,100;0,000;0,375;0,283;52,140;86,200
126,499;1,100;0,000;1,100;0,000;0,375;0,284;52,140;86,200
126,509;1,100;0,000;1,100;0,000;0,375;0,283;52,140;86,200
126,519;1,100;0,000;1,100;0,000;0,375;0,282;52,140;86,200
126,529;1,100;0,000;1,100;0,000;0,375;0,283;52,140;86,100
126,539;1,100;0,000;1,100;0,000;0,375;0,283;52,140;86,200
126,549;1,100;0,000;1,100;0,000;0,375;0,282;52,140;84,600
126,559;1,100;0,000;1,100;0,000;0,375;0,285;52,140;86,200
126,569;1,100;0,000;1,100;0,000;0,375;0,285;52,140;84,800
126,579;1,100;0,000;1,100;0,000;0,375;0,287;52,140;86,400
126,589;1,100;0,000;1,100;0,000;0,375;0,287;52,150;86,500
126,599;1,100;0,000;1,100;0,000;0,375;0,286;52,150;86,500
126,609;1,100;0,000;1,100;0,000;0,375;0,286;52,150;86,400
126,619;1,099;0,000;1,100;0,000;0,374;0,284;52,140;86,400
126,629;1,101;0,000;1,100;0,000;0,375;0,285;52,150;86,400
126,639;1,100;0,000;1,100;0,000;0,375;0,284;52,150;86,300
126,649;1,100;0,000;1,100;0,000;0,375;0,284;52,150;86,400
126,659;1,100;0,000;1,100;0,000;0,375;0,284;52,150;86,300
126,669;1,100;0,000;1,100;0,000;0,375;0,283;52,150;86,200
126,679;1,100;0,000;1,100;0,000;0,375;0,283;52,150;86,200
126,689;1,100;0,000;1,100;0,000;0,375;0,283;52,150;86,000
126,699;1,100;0,000;1,100;0,000;0,375;0,282;52,150;86,200
126,709;1,100;0,000;1,100;0,000;0,375;0,283;52,150;86,100
126,719;1,100;0,000;1,100;0,000;0,375;0,283;52,150;86,200
126,729;1,100;0,000;1,100;0,000;0,375;0,282;52,150;86,100
126,739;1,100;0,000;1,100;0,000;0,375;0,282;52,150;86,000
126,749;1,100;0,000;1,100;0,000;0,375;0,281;52,150;86,000
126,759;1,100;0,000;1,100;0,000;0,375;0,282;52,150;86,000
126,769;1,100;0,000;1,100;0,000;0,375;0,281;52,150;86,000
126,779;1,100;0,000;1,100;0,000;0,375;0,280;52,150;85,900
126,789;1,100;0,000;1,100;0,000;0,375;0,281;52,150;86,000
126,799;1,100;0,000;1,100;0,000;0,375;0,279;52,150;86,000
126,809;1,100;0,000;1,100;0,000;0,375;0,281;52,150;85,900
126,819;1,101;0,000;1,100;0,000;0,375;0,281;52,150;86,000
126,829;1,100;0,000;1,100;0,000;0,375;0,281;52,150;86,000
126,839;1,101;0,000;1,100;0,000;0,375;0,283;52,150;86,000
126,849;1,100;0,000;1,100;0,000;0,375;0,281;52,150;86,000
126,859;1,101;0,000;1,100;0,000;0,375;0,282;52,150;87,700
126,869;1,100;0,000;1,100;0,000;0,375;0,282;52,150;86,100
126,879;1,101;0,000;1,100;0,000;0,375;0,279;52,150;86,000
126,889;1,100;0,000;1,100;0,000;0,375;0,280;52,160;85,800
126,899;1,101;0,000;1,100;0,000;0,375;0,279;52,160;85,800
126,909;1,100;0,000;1,100;0,000;0,375;0,279;52,160;85,800
126,919;1,100;0,000;1,100;0,000;0,375;0,281;52,160;85,800
126,929;1,100;0,000;1,100;0,000;0,375;0,280;52,160;85,900
126,939;1,100;0,000;1,100;0,000;0,375;0,282;52,160;85,900
126,949;1,100;0,000;1,100;0,000;0,375;0,282;52,160;86,100
126,959;1,100;0,000;1,100;0,000;0,375;0,282;52,160;86,100
126,969;1,100;0,000;1,100;0,000;0,375;0,282;52,160;86,100
126,979;1,100;0,000;1,100;0,000;0,375;0,281;52,160;86,000
126,989;1,100;0,000;1,100;0,000;0,375;0,283;52,160;84,600
126,999;1,100;0,000;1,100;0,000;0,375;0,284;52,160;86,300
127,009;1,100;0,000;1,100;0,000;0,375;0,283;52,160;86,200
127,019;1,100;0,000;1,100;0,000;0,375;0,284;52,160;86,200
127,029;1,100;0,000;1,100;0,000;0,375;0,283;52,160;84,700
127,039;1,099;0,000;1,100;0,000;0,374;0,285;52,160;86,300
127,049;1,100;0,000;1,100;0,000;0,375;0,285;52,160;86,400
127,059;1,100;0,000;1,100;0,000;0,375;0,285;52,160;86,400
127,069;1,100;0,000;1,100;0,000;0,375;0,286;52,160;86,500
127,079;1,100;0,000;1,100;0,000;0,375;0,285;52,160;86,400
127,089;1,100;0,000;1,100;0,000;0,375;0,285;52,160;86,400
127,099;1,099;0,000;1,100;0,000;0,374;0,285;52,170;84,800
127,109;1,100;0,000;1,100;0,000;0,375;0,285;52,170;86,400
127,119;1,100;0,000;1,100;0,000;0,375;0,285;52,160;86,400
127,129;1,100;0,000;1,100;0,000;0,375;0,285;52,160;86,400
127,139;1,100;0,000;1,100;0,000;0,375;0,285;52,170;86,400
127,149;1,100;0,000;1,100;0,000;0,375;0,284;52,170;86,300
127,159;1,100;0,000;1,100;0,000;0,375;0,283;52,170;86,200
127,169;1,100;0,000;1,100;0,000;0,375;0,285;52,170;86,400
127,179;1,100;0,000;1,100;0,000;0,375;0,283;52,170;86,200
127,189;1,100;0,000;1,100;0,000;0,375;0,283;52,170;86,200
127,199;1,100;0,000;1,100;0,000;0,375;0,283;52,170;86,200
127,209;1,100;0,000;1,100;0,000;0,375;0,282;52,170;86,100
127,219;1,100;0,000;1,100;0,000;0,375;0,283;52,170;86,200
127,229;1,100;0,000;1,100;0,000;0,375;0,282;52,170;86,100
127,239;1,100;0,000;1,100;0,000;0,375;0,282;52,170;86,100
127,249;1,100;0,000;1,100;0,000;0,375;0,283;52,170;86,200
127,259;1,100;0,000;1,100;0,000;0,375;0,282;52,170;86,100
127,269;1,100;0,000;1,100;0,000;0,375;0,283;52,170;86,200
127,279;1,100;0,000;1,100;0,000;0,375;0,283;52,170;86,200
127,289;1,100;0,000;1,100;0,000;0,375;0,283;52,170;86,200
127,299;1,100;0,000;1,100;0,000;0,375;0,284;52,170;86,300
127,309;1,100;0,000;1,100;0,000;0,375;0,282;52,170;86,100
127,319;1,100;0,000;1,100;0,000;0,375;0,283;52,170;86,200
127,329;1,100;0,000;1,100;0,000;0,375;0,283;52,170;86,200
127,339;1,100;0,000;1,100;0,000;0,375;0,283;52,170;86,200
127,349;1,100;0,000;1,100;0,000;0,375;0,283;52,170;86,200
127,359;1,101;0,000;1,100;0,000;0,375;0,282;52,170;87,700
127,369;1,100;0,000;1,100;0,000;0,375;0,282;52,170;86,100
127,379;1,101;0,000;1,100;0,000;0,375;0,281;52,170;87,500
127,389;1,100;0,000;1,100;0,000;0,375;0,279;52,180;85,800
127,399;1,100;0,000;1,100;0,000;0,375;0,280;52,180;85,800
127,409;1,100;0,000;1,100;0,000;0,375;0,280;52,180;85,900
127,419;1,100;0,000;1,100;0,000;0,375;0,280;52,170;85,900
127,429;1,100;0,000;1,100;0,000;0,375;0,281;52,180;86,000
127,439;1,100;0,000;1,100;0,000;0,375;0,281;52,180;86,000
127,449;1,100;0,000;1,100;0,000;0,375;0,283;52,180;86,200
127,459;1,100;0,000;1,100;0,000;0,375;0,282;52,180;86,100
127,469;1,100;0,000;1,100;0,000;0,375;0,282;52,180;86,100
127,479;1,100;0,000;1,100;0,000;0,375;0,284;52,180;86,300
127,489;1,100;0,000;1,100;0,000;0,375;0,282;52,180;86,100
127,499;1,100;0,000;1,100;0,000;0,375;0,284;52,180;86,300
127,509;1,100;0,000;1,100;0,000;0,375;0,283;52,180;86,200
127,519;1,100;0,000;1,100;0,000;0,375;0,283;52,180;87,800
127,529;1,100;0,000;1,100;0,000;0,375;0,283;52,180;86,200
127,539;1,100;0,000;1,100;0,000;0,375;0,281;52,180;86,000
127,549;1,100;0,000;1,100;0,000;0,375;0,283;52,180;86,200
127,559;1,100;0,000;1,100;0,000;0,375;0,282;52,180;86,100
127,569;1,100;0,000;1,100;0,000;0,375;0,282;52,180;86,100
127,579;1,100;0,000;1,100;0,000;0,375;0,282;52,180;86,100
127,589;1,100;0,000;1,100;0,000;0,375;0,282;52,180;86,100
127,599;1,100;0,000;1,100;0,000;0,375;0,283;52,180;86,200
127,609;1,100;0,000;1,100;0,000;0,375;0,283;52,180;86,200
127,619;1,100;0,000;1,100;0,000;0,375;0,282;52,180;86,100
127,629;1,100;0,000;1,100;0,000;0,375;0,283;52,180;86,200
127,639;1,100;0,000;1,100;0,000;0,375;0,282;52,180;86,100
127,649;1,100;0,000;1,100;0,000;0,375;0,283;52,180;86,200
127,659;1,100;0,000;1,100;0,000;0,375;0,283;52,180;86,200
127,669;1,100;0,000;1,100;0,000;0,375;0,283;52,180;86,200
127,679;1,100;0,000;1,100;0,000;0,375;0,283;52,180;86,200
127,689;1,100;0,000;1,100;0,000;0,375;0,282;52,190;87,800
127,699;1,100;0,000;1,100;0,000;0,375;0,282;52,190;86,100
127,709;1,100;0,000;1,100;0,000;0,375;0,282;52,180;86,100
127,719;1,101;0,000;1,100;0,000;0,375;0,281;52,190;86,000
127,729;1,100;0,000;1,100;0,000;0,375;0,281;52,190;87,700
127,739;1,100;0,000;1,100;0,000;0,375;0,280;52,190;86,000
127,749;1,100;0,000;1,100;0,000;0,375;0,281;52,190;86,100
127,759;1,101;0,000;1,100;0,000;0,375;0,281;52,190;87,700
127,769;1,100;0,000;1,100;0,000;0,375;0,279;52,190;87,700
127,779;1,101;0,000;1,100;0,000;0,375;0,279;52,190;87,500
127,789;1,100;0,000;1,100;0,000;0,375;0,278;52,190;85,800
127,799;1,100;0,000;1,100;0,000;0,375;0,278;52,190;85,800
127,809;1,100;0,000;1,100;0,000;0,375;0,278;52,190;85,800
127,819;1,100;0,000;1,100;0,000;0,375;0,278;52,190;85,800
127,829;1,100;0,000;1,100;0,000;0,375;0,279;52,190;85,900
127,839;1,100;0,000;1,100;0,000;0,375;0,280;52,190;86,000
127,849;1,100;0,000;1,100;0,000;0,375;0,280;52,190;86,000
127,859;1,100;0,000;1,100;0,000;0,375;0,282;52,190;86,200
127,869;1,100;0,000;1,100;0,000;0,375;0,281;52,190;86,100
127,879;1,100;0,000;1,100;0,000;0,375;0,283;52,190;86,300
127,889;1,100;0,000;1,100;0,000;0,375;0,282;52,190;86,200
127,899;1,100;0,000;1,100;0,000;0,375;0,283;52,190;86,300
127,909;1,100;0,000;1,100;0,000;0,375;0,283;52,190;86,300
127,919;1,100;0,000;1,100;0,000;0,375;0,281;52,190;86,100
127,929;1,100;0,000;1,100;0,000;0,375;0,283;52,200;86,300
127,939;1,100;0,000;1,100;0,000;0,375;0,283;52,200;86,300
127,949;1,100;0,000;1,100;0,000;0,375;0,283;52,190;86,300
127,959;1,100;0,000;1,100;0,000;0,375;0,283;52,200;86,300
127,969;1,100;0,000;1,100;0,000;0,375;0,282;52,200;86,200
127,979;1,100;0,000;1,100;0,000;0,375;0,283;52,200;86,300
127,989;1,100;0,000;1,100;0,000;0,375;0,282;52,200;86,200
127,999;1,099;0,000;1,100;0,000;0,374;0,281;52,200;84,600
128,009;1,100;0,000;1,100;0,000;0,375;0,284;52,200;86,400
128,019;1,099;0,000;1,100;0,000;0,374;0,283;52,200;86,400
128,029;1,100;0,000;1,100;0,000;0,375;0,286;52,200;86,600
128,039;1,099;0,000;1,100;0,000;0,374;0,285;52,200;86,500
128,049;1,100;0,000;1,100;0,000;0,375;0,286;52,200;86,500
128,059;1,100;0,000;1,100;0,000;0,375;0,286;52,200;86,500
128,069;1,100;0,000;1,100;0,000;0,375;0,285;52,200;86,400
128,079;1,100;0,000;1,100;0,000;0,375;0,286;52,200;86,500
128,089;1,100;0,000;1,100;0,000;0,375;0,286;52,200;86,500
128,099;1,100;0,000;1,100;0,000;0,375;0,285;52,200;86,400
128,109;1,100;0,000;1,100;0,000;0,375;0,285;52,200;86,400
128,119;1,100;0,000;1,100;0,000;0,375;0,284;52,200;86,300
128,129;1,100;0,000;1,100;0,000;0,375;0,285;52,200;87,900
128,139;1,100;0,000;1,100;0,000;0,375;0,283;52,200;86,200
128,149;1,100;0,000;1,100;0,000;0,375;0,282;52,200;87,800
128,159;1,100;0,000;1,100;0,000;0,375;0,281;52,200;86,100
128,169;1,100;0,000;1,100;0,000;0,375;0,280;52,200;86,000
128,179;1,101;0,000;1,100;0,000;0,375;0,281;52,200;87,700
128,189;1,100;0,000;1,100;0,000;0,375;0,280;52,200;87,600
128,199;1,100;0,000;1,100;0,000;0,375;0,278;52,200;85,800
128,209;1,100;0,000;1,100;0,000;0,375;0,279;52,200;85,900
128,219;1,101;0,000;1,100;0,000;0,375;0,278;52,210;87,400
128,229;1,099;0,000;1,100;0,000;0,374;0,279;52,200;84,300
128,239;1,100;0,000;1,100;0,000;0,375;0,279;52,200;85,900
128,249;1,099;0,000;1,100;0,000;0,374;0,280;52,210;84,400
128,259;1,101;0,000;1,100;0,000;0,375;0,283;52,210;86,100
128,269;1,100;0,000;1,100;0,000;0,375;0,281;52,210;86,100
128,279;1,101;0,000;1,100;0,000;0,375;0,282;52,210;87,800
128,289;1,100;0,000;1,100;0,000;0,375;0,281;52,210;86,100
128,299;1,100;0,000;1,100;0,000;0,375;0,280;52,210;86,000
128,309;1,100;0,000;1,100;0,000;0,375;0,280;52,210;86,000
128,319;1,100;0,000;1,100;0,000;0,375;0,280;52,210;87,600
128,329;1,100;0,000;1,100;0,000;0,375;0,280;52,210;86,000
128,339;1,100;0,000;1,100;0,000;0,375;0,280;52,210;87,500
128,349;1,100;0,000;1,100;0,000;0,375;0,279;52,210;85,900
128,359;1,100;0,000;1,100;0,000;0,375;0,280;52,210;86,000
128,369;1,100;0,000;1,100;0,000;0,375;0,280;52,210;86,000
128,379;1,100;0,000;1,100;0,000;0,375;0,281;52,210;86,100
128,389;1,100;0,000;1,100;0,000;0,375;0,282;52,210;86,200
128,399;1,100;0,000;1,100;0,000;0,375;0,283;52,210;86,300
128,409;1,100;0,000;1,100;0,000;0,375;0,285;52,210;86,500
128,419;1,100;0,000;1,100;0,000;0,375;0,283;52,210;86,300
128,429;1,100;0,000;1,100;0,000;0,375;0,283;52,210;86,300
128,439;1,100;0,000;1,100;0,000;0,375;0,283;52,210;86,300
128,449;1,100;0,000;1,100;0,000;0,375;0,282;52,220;86,300
128,459;1,099;0,000;1,100;0,000;0,374;0,283;52,210;84,700
128,469;1,100;0,000;1,100;0,000;0,375;0,283;52,210;86,200
128,479;1,099;0,000;1,100;0,000;0,374;0,285;52,220;84,900
128,489;1,100;0,000;1,100;0,000;0,375;0,285;52,220;86,400
128,499;1,100;0,000;1,100;0,000;0,374;0,285;52,220;86,500
128,509;1,100;0,000;1,100;0,000;0,375;0,285;52,220;86,500
128,519;1,100;0,000;1,100;0,000;0,375;0,284;52,220;86,400
128,529;1,100;0,000;1,100;0,000;0,375;0,285;52,220;86,500
128,539;1,100;0,000;1,100;0,000;0,375;0,284;52,220;86,400
128,549;1,100;0,000;1,100;0,000;0,375;0,282;52,220;86,200
128,559;1,100;0,000;1,100;0,000;0,375;0,283;52,220;86,300
128,569;1,100;0,000;1,100;0,000;0,375;0,282;52,220;86,200
128,579;1,100;0,000;1,100;0,000;0,375;0,283;52,220;86,300
128,589;1,100;0,000;1,100;0,000;0,375;0,283;52,220;86,300
128,599;1,100;0,000;1,100;0,000;0,375;0,282;52,220;86,100
128,609;1,100;0,000;1,100;0,000;0,375;0,284;52,220;86,300
128,619;1,100;0,000;1,100;0,000;0,375;0,283;52,220;86,300
128,629;1,100;0,000;1,100;0,000;0,375;0,285;52,220;86,400
128,639;1,100;0,000;1,100;0,000;0,375;0,284;52,220;86,200
128,649;1,100;0,000;1,100;0,000;0,375;0,283;52,220;86,200
128,659;1,100;0,000;1,100;0,000;0,375;0,284;52,220;86,200
128,669;1,100;0,000;1,100;0,000;0,375;0,282;52,220;86,100
128,679;1,100;0,000;1,100;0,000;0,375;0,283;52,220;86,200
128,689;1,100;0,000;1,100;0,000;0,375;0,283;52,220;86,200
128,699;1,101;0,000;1,100;0,000;0,375;0,282;52,220;87,800
128,709;1,100;0,000;1,100;0,000;0,375;0,282;52,220;86,200
128,719;1,100;0,000;1,100;0,000;0,375;0,280;52,220;86,000
128,729;1,100;0,000;1,100;0,000;0,375;0,281;52,220;86,000
128,739;1,100;0,000;1,100;0,000;0,375;0,281;52,220;86,100
128,749;1,100;0,000;1,100;0,000;0,375;0,280;52,220;86,000
128,759;1,100;0,000;1,100;0,000;0,375;0,281;52,230;86,100
128,769;1,100;0,000;1,100;0,000;0,375;0,280;52,230;86,000
128,779;1,100;0,000;1,100;0,000;0,375;0,282;52,230;86,200
128,788;1,100;0,000;1,100;0,000;0,375;0,282;52,230;86,200
128,798;1,100;0,000;1,100;0,000;0,375;0,282;52,230;86,200
128,808;1,100;0,000;1,100;0,000;0,375;0,282;52,230;86,200
128,818;1,100;0,000;1,100;0,000;0,375;0,281;52,230;86,100
128,828;1,100;0,000;1,100;0,000;0,375;0,283;52,230;86,300
128,838;1,100;0,000;1,100;0,000;0,375;0,282;52,230;86,200
128,848;1,100;0,000;1,100;0,000;0,375;0,282;52,230;86,200
128,858;1,100;0,000;1,100;0,000;0,375;0,282;52,230;86,200
128,868;1,100;0,000;1,100;0,000;0,375;0,281;52,230;86,100
128,878;1,100;0,000;1,100;0,000;0,375;0,283;52,230;86,200
128,888;1,100;0,000;1,100;0,000;0,375;0,282;52,230;86,200
128,898;1,100;0,000;1,100;0,000;0,375;0,282;52,230;86,200
128,908;1,100;0,000;1,100;0,000;0,375;0,282;52,230;86,200
128,918;1,100;0,000;1,100;0,000;0,375;0,281;52,230;86,200
128,928;1,100;0,000;1,100;0,000;0,375;0,283;52,230;86,300
128,938;1,100;0,000;1,100;0,000;0,375;0,282;52,230;86,200
128,948;1,100;0,000;1,100;0,000;0,375;0,281;52,230;86,100
128,958;1,100;0,000;1,100;0,000;0,375;0,282;52,230;86,100
128,968;1,100;0,000;1,100;0,000;0,375;0,281;52,230;86,100
128,978;1,100;0,000;1,100;0,000;0,375;0,283;52,240;86,300
128,988;1,100;0,000;1,100;0,000;0,375;0,282;52,240;86,200
128,998;1,100;0,000;1,100;0,000;0,375;0,281;52,230;86,100
129,008;1,100;0,000;1,100;0,000;0,375;0,282;52,230;86,200
129,018;1,100;0,000;1,100;0,000;0,375;0,281;52,240;86,100
129,028;1,100;0,000;1,100;0,000;0,375;0,283;52,240;86,200
129,038;1,100;0,000;1,100;0,000;0,375;0,282;52,240;86,200
129,048;1,100;0,000;1,100;0,000;0,375;0,282;52,240;86,200
129,058;1,100;0,000;1,100;0,000;0,375;0,282;52,240;86,200
129,068;1,100;0,000;1,100;0,000;0,375;0,281;52,240;86,200
129,078;1,101;0,000;1,100;0,000;0,375;0,283;52,240;87,900
129,088;1,100;0,000;1,100;0,000;0,375;0,281;52,240;86,200
129,098;1,101;0,000;1,100;0,000;0,375;0,279;52,240;87,500
129,108;1,100;0,000;1,100;0,000;0,375;0,279;52,240;85,900
129,118;1,101;0,000;1,100;0,000;0,375;0,278;52,240;85,900
129,128;1,100;0,000;1,100;0,000;0,375;0,279;52,240;87,400
129,138;1,100;0,000;1,100;0,000;0,375;0,276;52,240;85,600
129,148;1,100;0,000;1,100;0,000;0,375;0,277;52,240;85,700
129,158;1,100;0,000;1,100;0,000;0,375;0,278;52,240;85,700
129,168;1,100;0,000;1,100;0,000;0,375;0,279;52,240;85,900
129,178;1,100;0,000;1,100;0,000;0,375;0,280;52,240;85,900
129,188;1,100;0,000;1,100;0,000;0,375;0,281;52,240;86,100
129,198;1,100;0,000;1,100;0,000;0,375;0,281;52,240;86,000
129,208;1,100;0,000;1,100;0,000;0,375;0,281;52,240;86,100
129,218;1,100;0,000;1,100;0,000;0,375;0,281;52,240;86,100
129,228;1,100;0,000;1,100;0,000;0,375;0,283;52,240;86,300
129,238;1,100;0,000;1,100;0,000;0,375;0,282;52,240;86,200
129,248;1,100;0,000;1,100;0,000;0,375;0,282;52,240;86,200
129,258;1,100;0,000;1,100;0,000;0,375;0,283;52,240;86,300
129,268;1,100;0,000;1,100;0,000;0,375;0,282;52,240;86,200
129,278;1,100;0,000;1,100;0,000;0,375;0,284;52,240;86,200
129,288;1,100;0,000;1,100;0,000;0,375;0,283;52,250;86,300
129,298;1,100;0,000;1,100;0,000;0,375;0,284;52,250;86,300
129,308;1,100;0,000;1,100;0,000;0,375;0,283;52,240;86,300
129,318;1,100;0,000;1,100;0,000;0,375;0,282;52,240;86,300
129,328;1,100;0,000;1,100;0,000;0,375;0,283;52,250;86,200
129,338;1,100;0,000;1,100;0,000;0,375;0,282;52,250;86,200
129,348;1,100;0,000;1,100;0,000;0,375;0,283;52,250;86,300
129,358;1,100;0,000;1,100;0,000;0,375;0,282;52,250;86,200
129,368;1,100;0,000;1,100;0,000;0,375;0,281;52,250;86,200
129,378;1,100;0,000;1,100;0,000;0,375;0,282;52,250;86,200
129,388;1,100;0,000;1,100;0,000;0,375;0,281;52,250;86,200
129,398;1,100;0,000;1,100;0,000;0,375;0,283;52,250;86,200
129,408;1,100;0,000;1,100;0,000;0,375;0,282;52,250;86,200
129,418;1,100;0,000;1,100;0,000;0,375;0,281;52,250;86,200
129,428;1,100;0,000;1,100;0,000;0,375;0,283;52,250;86,300
129,438;1,100;0,000;1,100;0,000;0,375;0,281;52,250;86,200
129,448;1,100;0,000;1,100;0,000;0,375;0,283;52,250;86,200
129,458;1,100;0,000;1,100;0,000;0,375;0,282;52,250;86,200
129,468;1,100;0,000;1,100;0,000;0,375;0,281;52,250;87,800
129,478;1,100;0,000;1,100;0,000;0,375;0,281;52,250;86,100
129,488;1,100;0,000;1,100;0,000;0,375;0,281;52,250;86,100
129,498;1,100;0,000;1,100;0,000;0,375;0,283;52,250;86,200
129,508;1,100;0,000;1,100;0,000;0,375;0,282;52,250;86,200
129,518;1,100;0,000;1,100;0,000;0,375;0,282;52,250;86,200
129,528;1,100;0,000;1,100;0,000;0,375;0,282;52,250;86,100
129,538;1,100;0,000;1,100;0,000;0,375;0,281;52,250;86,200
129,548;1,100;0,000;1,100;0,000;0,375;0,283;52,250;86,200
129,558;1,100;0,000;1,100;0,000;0,375;0,282;52,250;86,200
129,568;1,099;0,000;1,100;0,000;0,374;0,282;52,250;86,200
129,578;1,101;0,000;1,100;0,000;0,375;0,283;52,250;86,100
129,588;1,100;0,000;1,100;0,000;0,375;0,283;52,250;86,500
129,598;1,100;0,000;1,100;0,000;0,375;0,283;52,250;86,300
129,608;1,100;0,000;1,100;0,000;0,375;0,281;52,250;86,200
129,618;1,100;0,000;1,100;0,000;0,375;0,282;52,250;86,200
129,628;1,100;0,000;1,100;0,000;0,375;0,282;52,250;86,200
129,638;1,100;0,000;1,100;0,000;0,375;0,281;52,260;86,200
129,648;1,100;0,000;1,100;0,000;0,374;0,282;52,260;84,600
129,658;1,100;0,000;1,100;0,000;0,375;0,282;52,260;86,200
129,668;1,100;0,000;1,100;0,000;0,375;0,284;52,260;86,400
129,678;1,100;0,000;1,100;0,000;0,375;0,284;52,260;87,900
129,688;1,100;0,000;1,100;0,000;0,375;0,284;52,260;86,500
129,698;1,100;0,000;1,100;0,000;0,375;0,284;52,260;87,900
129,708;1,100;0,000;1,100;0,000;0,375;0,281;52,260;86,300
129,718;1,100;0,000;1,100;0,000;0,375;0,283;52,260;87,800
129,728;1,100;0,000;1,100;0,000;0,375;0,280;52,260;86,100
129,738;1,100;0,000;1,100;0,000;0,375;0,280;52,260;87,600
129,748;1,100;0,000;1,100;0,000;0,375;0,280;52,260;86,000
129,758;1,100;0,000;1,100;0,000;0,375;0,279;52,260;87,600
129,768;1,100;0,000;1,100;0,000;0,375;0,280;52,260;85,900
129,778;1,100;0,000;1,100;0,000;0,375;0,280;52,260;86,000
129,788;1,100;0,000;1,100;0,000;0,375;0,279;52,260;86,000
129,798;1,099;0,000;1,100;0,000;0,375;0,281;52,260;84,600
129,808;1,101;0,000;1,100;0,000;0,375;0,281;52,260;86,100
129,818;1,099;0,000;1,100;0,000;0,374;0,283;52,260;86,200
129,828;1,100;0,000;1,100;0,000;0,375;0,283;52,260;86,200
129,838;1,100;0,000;1,100;0,000;0,375;0,284;52,260;86,300
129,848;1,100;0,000;1,100;0,000;0,375;0,284;52,260;86,300
129,858;1,100;0,000;1,100;0,000;0,375;0,283;52,260;86,500
129,868;1,100;0,000;1,100;0,000;0,375;0,283;52,260;86,300
129,878;1,100;0,000;1,100;0,000;0,375;0,281;52,260;86,300
129,888;1,100;0,000;1,100;0,000;0,375;0,281;52,260;87,700
